,OID_,UIDENTSTLAE,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstStrassenzustand,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,PLST
244792,244793,12240613732122047250,12,0,54,0,2024,6,14,5,3,0,1,0,0,1,0,0,0,0,0,"778574,376099999994040","5812491,711899999529123",13.094571383000073,52.391651624000076,1
244793,244794,12240613732113051180,12,0,54,0,2024,6,17,5,3,1,5,0,0,1,1,0,0,0,0,"778371,223500000312924","5809247,205199999734759",13.088900939000041,52.36265991500005,1
244826,244827,12240610732122044050,12,0,54,0,2024,6,13,2,3,3,2,0,0,1,0,0,0,1,0,"778620,422799999825656","5812172,910900000482798",13.094981295000025,52.388769394000064,1
244828,244829,12240610732105050150,12,0,54,0,2024,6,18,2,3,0,1,0,0,1,0,0,0,0,0,"776019,826000000350177","5814170,270800000056624",13.058509678000064,52.40799776700004,1
244835,244836,12240609732109039300,12,0,54,0,2024,6,8,1,3,0,1,0,0,1,0,0,0,0,0,"776059,923000000417233","5812988,783999999985099",13.058123773000034,52.39738224200005,1
244841,244842,12240608732122040700,12,0,54,0,2024,6,19,7,3,3,2,0,0,1,1,0,0,0,0,"778260,995500000193715","5812300,460599999874830",13.089819173000024,52.39009586800006,1
244842,244843,12240608732105074860,12,0,54,0,2024,6,13,7,3,3,6,0,0,1,0,0,0,1,0,"776492,694299999624491","5814027,029100000858307",13.065325317000031,52.40647460400004,1
244848,244849,12240607732125038580,12,0,54,0,2024,6,15,6,3,5,2,0,0,1,1,0,0,0,0,"781534,175300000235438","5811455,272900000214577",13.137082576000068,52.38084482800008,1
244859,244860,12240606732111035610,12,0,54,0,2024,6,8,5,3,5,2,0,0,1,1,0,0,0,0,"776729,049599999561906","5813416,143699999898672",13.068286201000035,52.40087697600006,1
244860,244861,12240606732104036330,12,0,54,0,2024,6,16,5,3,4,2,0,0,1,1,0,0,0,0,"775315,353199999779463","5814435,239600000903010",13.04839733700004,52.41072870700003,1
244874,244875,12240605732105034100,12,0,54,0,2024,6,15,4,3,1,5,0,0,1,1,0,0,0,0,"776035,910799999721348","5814804,394799999892712",13.05926843900005,52.413676327000076,1
244894,244895,12240603732100029610,12,0,54,0,2024,6,16,2,3,5,3,0,0,1,0,0,0,0,1,"778292,508000000379980","5811403,204299999400973",13.08953622000007,52.38203376000007,1
244901,244902,12240602732122027950,12,0,54,0,2024,6,22,1,3,8,1,2,0,1,0,0,0,0,0,"777871,571600000374019","5812882,674100000411272",13.084594072000073,52.395514537000054,1
244902,244903,12240602732122027940,12,0,54,0,2024,6,21,1,3,0,1,2,0,1,0,0,0,0,0,"778543,951700000092387","5811857,167799999937415",13.09359812300005,52.38597688400006,1
244906,244907,12240601732105026590,12,0,54,0,2024,6,23,7,3,5,3,2,0,1,0,0,0,0,1,"775617,271200000308454","5816608,581700000911951",13.054615285000068,52.43006687600007,1
244925,244926,12240530732128019430,12,0,54,0,2024,5,12,5,3,5,3,0,0,1,0,0,0,1,0,"779611,032399999909103","5809362,397099999710917",13.10715736700007,52.36306209800006,1
244952,244953,12240528732106015930,12,0,54,0,2024,5,21,3,3,0,1,0,0,1,0,0,0,0,0,"771644,402300000190735","5813872,394200000911951",12.994104179000033,52.40751490400004,1
244969,244970,12240527732128022200,12,0,54,0,2024,5,10,2,3,5,3,0,0,1,1,0,0,0,0,"778686,383299999870360","5809661,069700000807643",13.093861010000069,52.366211141000065,1
244971,244972,12240529732121015960,12,0,54,0,2024,5,0,4,3,1,5,2,0,1,1,0,0,0,0,"779696,936999999918044","5813681,128200000151992",13.112018068000054,52.401745333000065,1
244995,244996,12240524732109006660,12,0,54,0,2024,5,7,6,3,3,6,0,0,1,1,0,0,0,0,"776053,050499999895692","5812988,223999999463558",13.05802256000004,52.39738068400004,1
245006,245007,12240529732107017130,12,0,54,0,2024,5,8,4,3,3,6,0,0,1,1,0,0,0,0,"774693,247200000099838","5812911,429600000381470",13.038024289000077,52.397375725000074,1
245008,245009,12240523732106004670,12,0,54,0,2024,5,15,5,3,5,3,0,0,1,1,0,0,0,0,"772595,501500000245869","5813807,172299999743700",13.007998422000071,52.406457224000064,1
245033,245034,12240521732126000310,12,0,54,0,2024,5,14,3,3,0,3,0,0,1,1,0,0,0,0,"781117,174300000071526","5809825,281700000166893",13.129606306000028,52.366442747000065,1
245035,245036,12240521732110000320,12,0,54,0,2024,5,14,3,3,0,5,0,0,1,1,0,0,0,0,"776349,680999999865890","5813585,017999999225140",13.062863544000038,52.402582977000066,1
245044,245045,12240520732104997800,12,0,54,0,2024,5,13,2,3,5,2,0,0,1,0,0,0,0,1,"774175,508700000122190","5814711,048900000751019",13.03190746100006,52.413774283000066,1
245048,245049,12240519732113996360,12,0,54,0,2024,5,17,1,3,5,2,0,1,1,1,0,0,0,0,"778764,821999999694526","5809381,011800000444055",13.09477748200004,52.36365986800007,1
245054,245055,12240518732111995040,12,0,54,0,2024,5,18,7,3,4,2,0,0,1,1,0,0,0,0,"776251,733400000259280","5813029,877299999818206",13.060969617000069,52.39765403900003,1
245065,245066,12240517732107993180,12,0,54,0,2024,5,14,6,3,4,6,0,0,1,1,0,0,0,0,"774676,470200000330806","5813006,503000000491738",13.037856282000064,52.39823675900004,1
245102,245103,12240515732107997750,12,0,54,0,2024,5,15,4,3,0,1,0,0,1,0,0,0,0,0,"775062,701799999922514","5813270,221400000154972",13.043735258000027,52.40040791900003,1
245134,245135,12240513732100983200,12,0,54,0,2024,5,15,2,3,5,3,0,0,1,1,0,0,0,0,"778589,825799999758601","5809617,291500000283122",13.092410184000073,52.36586763200006,1
245152,245153,12240512732110001940,12,0,54,0,2024,5,2,1,3,0,1,2,0,1,0,0,0,0,0,"776007,736899999901652","5813609,325400000438094",13.057870044000026,52.40297342900004,1
245161,245162,12240511732110978570,12,0,54,0,2024,5,18,7,3,3,6,0,0,1,0,0,0,0,0,"776011,816100000403821","5813401,686599999666214",13.057758738000075,52.40110931300006,1
245162,245163,12240511732110978200,12,0,54,0,2024,5,11,7,3,5,3,0,0,1,1,0,0,0,0,"775687,923700000159442","5813540,486700000241399",13.053124257000036,52.40251721000004,1
245168,245169,12240510732108997720,12,0,54,0,2024,5,12,6,3,0,1,0,0,1,0,0,0,0,0,"774097,220800000242889","5811905,041200000792742",13.028462976000071,52.38864894200003,1
245178,245179,12240509732112976100,12,0,54,0,2024,5,13,5,3,8,1,0,0,1,0,0,0,0,0,"773758,947800000198185","5808279,744799999520183",13.02054647500006,52.35630561200003,1
245199,245200,12240508732124973010,12,0,54,0,2024,5,16,4,3,0,7,0,0,1,1,0,0,0,0,"780967,740799999795854","5810632,371200000867248",13.128093099000068,52.37375655500006,1
245200,245201,12240508732123972560,12,0,54,0,2024,5,13,4,1,5,3,0,0,1,0,0,0,1,0,"779631,126400000415742","5810934,947300000116229",13.108762160000026,52.37715333400007,1
245212,245213,12240507732111970310,12,0,54,0,2024,5,11,3,3,0,1,0,0,1,0,0,0,0,0,"776823,497600000351667","5813306,105699999257922",13.069579972000042,52.399842456000044,1
245222,245223,12240506732127968290,12,0,54,0,2024,5,15,2,3,5,3,0,0,1,1,0,0,0,0,"781353,252000000327826","5809653,205499999225140",13.132920257000023,52.36477864900007,1
245223,245224,12240506732113968530,12,0,54,0,2024,5,17,2,2,5,2,0,0,1,1,0,0,0,0,"778764,821999999694526","5809381,011800000444055",13.09477748200004,52.36365986800007,1
245224,245225,12240506732102967770,12,0,54,0,2024,5,6,2,3,5,3,0,0,1,1,0,0,0,0,"778137,503999999724329","5821004,312799999490380",13.095248709000032,52.46820920300007,1
245230,245231,12240614732107053160,12,0,54,0,2024,6,14,6,2,0,1,0,1,1,0,0,0,0,0,"774170,827499999664724","5812450,420499999076128",13.029988052000022,52.393503132000035,1
245240,245241,12240504732108972440,12,0,54,0,2024,5,15,7,3,3,2,0,0,1,0,0,0,0,0,"774166,755499999970198","5811864,970699999481440",13.029449423000074,52.388254791000065,1
245250,245251,12240503732121962130,12,0,54,0,2024,5,7,6,3,0,3,0,0,1,0,0,0,0,1,"778474,306400000117719","5812867,582599999383092",13.09341696000007,52.39507308900005,1
245263,245264,12240502732109959550,12,0,54,0,2024,5,6,5,3,6,2,0,0,1,0,1,0,0,0,"776270,719700000248849","5812633,934299999848008",13.060921474000054,52.39409374100006,1
245273,245274,12240501732123962010,12,0,54,0,2024,5,17,4,3,1,5,0,0,1,1,0,0,0,0,"778841,304100000299513","5811838,146299999207258",13.097940193000056,52.38565506100008,1
245294,245295,12240616732105055280,12,0,54,0,2024,6,11,1,3,0,1,0,0,1,0,0,0,0,0,"776042,257699999958277","5814620,242200000211596",13.059209646000056,52.412021691000064,1
245326,245327,12240528732103015840,12,0,54,0,2024,5,17,3,3,0,7,0,0,1,1,0,0,0,0,"773043,788499999791384","5814067,269300000742078",13.014784193000025,52.40856645200006,1
245329,245330,12240427732123947010,12,0,54,0,2024,4,15,7,3,0,7,0,0,1,1,0,0,0,0,"779259,722599999979138","5812458,980299999937415",13.104589522000026,52.39100915500006,1
245330,245331,12240427732122943940,12,0,54,0,2024,4,15,7,3,0,1,0,0,1,0,0,0,0,0,"778495,228500000201166","5812484,228099999949336",13.093405051000047,52.39162475900008,1
245350,245351,12240425732111943240,12,0,54,0,2024,4,16,5,2,3,2,0,0,1,0,0,0,0,1,"776558,753899999894202","5813146,546000000089407",13.065566885000067,52.39854533700003,1
245351,245352,12240425732110943130,12,0,54,0,2024,4,16,5,3,5,3,0,0,1,1,0,0,0,0,"775362,974700000137091","5813139,679700000211596",13.048030347000065,52.39908632500004,1
245370,245371,12240423732113938580,12,0,54,0,2024,4,16,3,3,5,2,0,0,1,1,0,0,0,0,"778763,436599999666214","5809380,290599999949336",13.094756589000042,52.36365410500008,1
245380,245381,12240422732127935660,12,0,54,0,2024,4,9,2,3,3,2,0,0,1,1,0,0,0,0,"780968,351499999873340","5810614,342299999669194",13.128086948000032,52.37359457600007,1
245381,245382,12240422732123935620,12,0,54,0,2024,4,8,2,3,5,2,0,0,1,1,0,0,0,0,"779708,137299999594688","5811883,099099999293685",13.110681428000078,52.38561633100005,1
245382,245383,12240422732111934720,12,0,54,0,2024,4,15,2,3,0,7,0,0,1,0,0,0,0,0,"776284,899000000208616","5812667,035800000652671",13.061156622000055,52.394383435000066,1
245383,245384,12240422732000936020,12,0,54,0,2024,4,15,2,2,5,3,0,0,1,1,0,0,0,0,"779911,864000000059605","5810533,304800000041723",13.112540515000035,52.37340841500003,1
245462,245463,12240412732110916420,12,0,54,0,2024,4,12,6,3,6,7,0,0,1,0,1,0,0,0,"775375,851999999955297","5813195,221799999475479",13.048264799000037,52.39957794600008,1
245463,245464,12240412732108916630,12,0,54,0,2024,4,13,6,3,5,3,0,0,1,1,0,0,0,0,"774088,107200000435114","5811915,163899999111891",13.028337668000063,52.38874428400004,1
245488,245489,12240410732122919690,12,0,54,0,2024,4,16,4,3,0,1,0,0,1,0,0,0,0,0,"778484,818699999712408","5812487,254799999296665",13.093254984000055,52.39165719200008,1
245490,245491,12240410732121912140,12,0,54,0,2024,4,7,4,3,0,1,0,0,1,0,0,0,0,0,"780135,951500000432134","5813000,969000000506639",13.117885473000058,52.39542185500005,1
245525,245526,12240408732109907960,12,0,54,0,2024,4,13,2,3,5,3,0,0,1,1,0,0,0,0,"775711,819600000046194","5813034,006300000473857",13.053057722000062,52.39796314500006,1
245536,245537,12240406732108903120,12,0,54,0,2024,4,2,7,2,0,1,2,1,1,0,0,0,0,0,"774152,310300000011921","5812449,741000000387430",13.029716046000033,52.39350630700005,1
245549,245550,12240513732109983020,12,0,54,0,2024,5,13,2,3,5,3,0,0,1,1,0,0,0,0,"774927,058799999766052","5812196,205900000408292",13.040865242000052,52.39084428900003,1
245570,245571,12240403732122899010,12,0,54,0,2024,4,12,4,3,0,1,0,1,1,0,0,0,0,0,"778158,728000000119209","5812590,121799999848008",13.088560637000057,52.39274533000008,1
245590,245591,12240331732122890830,12,0,54,0,2024,3,22,1,3,0,1,2,0,1,0,0,0,0,0,"778458,300900000147521","5811632,437200000509620",13.09215619400004,52.384005166000065,1
245606,245607,12240330732110888520,12,0,54,0,2024,3,16,7,3,0,7,0,0,1,0,1,0,0,0,"776009,500400000251830","5813879,937300000339746",13.058118939000053,52.405399328000044,1
245621,245622,12240328732130887230,12,0,54,0,2024,3,10,5,3,0,7,0,0,1,0,1,0,0,0,"776816,092100000008941","5812505,082900000736117",13.06880958000005,52.39266289400007,1
245622,245623,12240328732111886940,12,0,54,0,2024,3,6,5,3,1,5,0,1,1,1,0,0,0,0,"776490,179600000381470","5813305,809399999678135",13.064693014000056,52.40000819000005,1
245665,245666,12240322732122892310,12,0,54,0,2024,3,17,6,3,5,3,0,0,1,1,0,0,0,0,"778251,184500000439584","5812453,450899999588728",13.089802389000056,52.39147278400003,1
245676,245677,12240321732112874270,12,0,54,0,2024,3,8,5,3,0,7,0,1,1,1,0,0,0,0,"777727,162800000049174","5811007,001499999314547",13.080923187000053,52.37876761200005,1
245689,245690,12240319732111867480,12,0,54,0,2024,3,18,3,3,5,3,2,0,1,1,0,0,0,0,"776820,498499999754131","5813301,100500000640750",13.069531867000023,52.399799087000076,1
245698,245699,12240513732109981130,12,0,54,0,2024,5,14,2,3,5,3,0,0,1,1,0,0,0,0,"775717,363199999555945","5813037,919099999591708",13.053142214000047,52.39799544400006,1
245722,245723,12240316732106865460,12,0,54,0,2024,3,17,7,3,5,3,0,0,1,1,0,0,0,0,"772653,618200000375509","5813680,550200000405312",13.008747543000027,52.40529269700005,1
245739,245740,12240314732104862000,12,0,54,0,2024,3,14,5,3,1,5,0,0,1,1,0,0,0,0,"774533,673799999989569","5814850,857699999585748",13.037274981000053,52.414848558000074,1
245745,245746,12240313732127891490,12,0,54,0,2024,3,7,4,3,4,6,1,0,1,1,0,0,0,0,"781372,695199999958277","5809208,614000000059605",13.132832423000025,52.360782020000045,1
245751,245752,12240312732121857750,12,0,54,0,2024,3,8,3,2,3,5,0,0,1,1,0,0,0,0,"780059,567999999970198","5812557,188799999654293",13.11639492200004,52.39148147800006,1
245752,245753,12240312732121857640,12,0,54,0,2024,3,7,3,3,3,5,0,0,1,1,0,0,0,0,"778466,775100000202656","5812845,808000000193715",13.093288464000068,52.39488165600005,1
245761,245762,12240311732102854860,12,0,54,0,2024,3,16,2,3,0,1,0,0,1,0,0,0,0,0,"778383,334300000220537","5821096,828800000250340",13.098935414000039,52.46891359700004,1
245775,245776,12240308732112851020,12,0,54,0,2024,3,11,6,3,5,3,0,0,1,1,0,0,0,0,"776173,816200000233948","5812141,898499999195337",13.059095479000064,52.38973013900005,1
245783,245784,12240307732125849800,12,0,54,0,2024,3,15,5,3,5,3,0,0,1,1,0,0,0,0,"781168,764000000432134","5811046,419500000774860",13.131385333000026,52.37736624900003,1
245784,245785,12240307732109849870,12,0,54,0,2024,3,15,5,3,6,4,0,0,1,0,1,0,0,0,"776033,934999999590218","5813197,869500000029802",13.057915070000035,52.39927037600006,1
245818,245819,12240304732128844100,12,0,54,0,2024,3,16,2,3,5,3,0,0,1,1,0,0,0,0,"778742,358599999919534","5809692,617799999192357",13.094707202000052,52.366465592000054,1
245819,245820,12240304732104840050,12,0,54,0,2024,3,9,2,3,0,7,0,0,1,0,0,0,0,0,"775544,494300000369549","5814805,593800000846386",13.052062496000076,52.41393468900003,1
245845,245846,12240301732124840450,12,0,54,0,2024,3,14,6,3,5,3,0,0,1,1,0,0,0,0,"780967,968600000254810","5810912,043199999257922",13.128330677000065,52.37626426700007,1
245846,245847,12240301732124838210,12,0,54,0,2024,3,15,6,3,5,3,0,0,1,1,0,0,0,0,"780786,252000000327826","5811400,642100000753999",13.126077233000046,52.38073868400005,1
245847,245848,12240301732104838440,12,0,54,0,2024,3,9,6,3,5,2,0,0,1,1,0,0,0,0,"774914,686999999918044","5814554,047800000756979",13.042619213000023,52.41199554000008,1
245858,245859,12240229732105831940,12,0,54,0,2024,2,18,5,3,0,1,2,0,1,0,0,0,0,0,"776109,890499999746680","5814088,551100000739098",13.059762959000068,52.407219508000026,1
245869,245870,12240228732110892800,12,0,54,0,2024,2,15,4,3,3,6,0,0,1,1,0,0,0,0,"776327,467799999751151","5813778,163000000640750",13.062697226000068,52.40432625900007,1
245894,245895,12241008732121295120,12,0,54,0,2024,10,20,3,3,5,3,2,1,1,1,0,0,0,0,"780493,019700000062585","5812193,590399999171495",13.122443752000038,52.38799929000004,1
245905,245906,12241007732127288660,12,0,54,0,2024,10,6,2,3,0,7,2,0,1,0,0,0,0,0,"780968,911399999633431","5810597,756400000303984",13.128081260000044,52.37344556200003,1
245906,245907,12241007732123292310,12,0,54,0,2024,10,18,2,3,0,1,1,1,1,0,0,0,0,0,"779480,710099999792874","5811624,945900000631809",13.107133213000054,52.38341745900004,1
245907,245908,12241007732113291540,12,0,54,0,2024,10,10,2,2,0,1,0,0,1,0,0,0,0,0,"778309,024299999698997","5809805,441899999976158",13.088452706000055,52.36769747500006,1
245915,245916,12241006732104289840,12,0,54,0,2024,10,13,1,3,5,2,0,0,1,0,0,0,0,1,"774174,934100000187755","5814707,604699999094009",13.03189621200005,52.413743683000064,1
245916,245917,12241006732100290110,12,0,54,0,2024,10,23,1,3,0,1,2,0,1,0,0,0,0,0,"781067,983500000089407","5810065,760700000450015",13.129087128000037,52.36862435000006,1
245920,245921,12241005732122287980,12,0,54,0,2024,10,11,7,3,0,1,0,0,1,0,0,0,0,0,"778631,111999999731779","5813114,869400000199676",13.095921174000068,52.397210854000036,1
245941,245942,12241001732110281610,12,0,54,0,2024,10,17,3,3,0,1,0,1,1,0,0,0,0,0,"776021,438699999824166","5813242,356200000271201",13.05776852200006,52.399675622000075,1
245942,245943,12241001732109279780,12,0,54,0,2024,10,19,3,3,0,1,2,1,1,0,0,0,0,0,"774854,500400000251830","5812665,790699999779463",13.040186821000077,52.39509193400005,1
245967,245968,12240928732122277610,12,0,54,0,2024,9,10,7,3,5,3,0,0,1,1,0,0,0,0,"778165,878899999894202","5812271,393699999898672",13.088400909000029,52.38988351800003,1
245977,245978,12240927732109270370,12,0,54,0,2024,9,14,6,3,0,1,0,0,1,0,0,0,0,0,"775953,822100000455976","5813236,750299999490380",13.056772582000065,52.39965942600003,1
245996,245997,12240925732112266360,12,0,54,0,2024,9,10,4,3,0,1,0,0,1,0,0,0,0,0,"775900,300200000405312","5811589,721899999305606",13.054631903000029,52.38491612900003,1
246015,246016,12240923732113251930,12,0,54,0,2024,9,14,2,3,5,3,0,0,1,1,0,0,0,0,"778708,345099999569356","5809351,663599999621511",13.093925823000063,52.36342539800006,1
246043,246044,12240920732122256120,12,0,54,0,2024,9,13,6,3,5,3,0,0,1,1,0,0,0,0,"778338,946999999694526","5812883,103099999949336",13.091445652000061,52.395281071000056,1
246050,246051,12240919732108253660,12,0,54,0,2024,9,15,5,3,0,1,0,0,1,0,0,0,0,0,"774138,179200000129640","5812449,255000000819564",13.029508495000073,52.39350902100006,1
246066,246067,12240917732110247520,12,0,54,0,2024,9,19,3,3,0,1,1,0,1,0,0,0,0,0,"776007,648000000044703","5813826,203700000420213",13.058047488000057,52.40491839100008,1
246092,246093,12240915732106248440,12,0,54,0,2024,9,12,1,3,7,7,0,0,1,0,0,0,0,0,"770557,386900000274181","5812090,764699999243021",12.976724129000047,52.39207435000003,1
246105,246106,12240913732123242140,12,0,54,0,2024,9,17,6,3,5,2,0,1,1,0,0,1,0,0,"779902,695899999700487","5810515,256200000643730",13.112391134000063,52.373251251000056,1
246145,246146,12240909732110234150,12,0,54,0,2024,9,9,2,3,1,5,0,1,1,1,0,0,0,0,"775848,349299999885261","5814051,429400000721216",13.05589728700005,52.407018450000066,1
246171,246172,12240906732123227670,12,0,54,0,2024,9,5,6,3,0,2,1,0,1,0,0,0,0,1,"780216,531700000166893","5811723,725500000640750",13.117998829000044,52.38392743600008,1
246173,246174,12240906732102228210,12,0,54,0,2024,9,13,6,2,6,6,0,0,1,0,1,0,0,0,"778573,935800000093877","5820868,752499999478459",13.10154360100006,52.46677122700004,1
246189,246190,12240905732128225520,12,0,54,0,2024,9,9,5,3,5,3,0,0,1,1,0,0,0,0,"778446,830799999646842","5810105,969000000506639",13.09072089700004,52.370322471000065,1
246190,246191,12240905732109225690,12,0,54,0,2024,9,11,5,3,0,1,0,0,1,0,0,0,0,0,"774937,106800000183284","5812614,442500000819564",13.04135567000003,52.39458998500004,1
246199,246200,12240904732128223240,12,0,54,0,2024,9,7,4,3,5,3,0,0,1,0,0,0,0,1,"778946,536600000225008","5809204,553300000727177",13.097292659000061,52.361985083000036,1
246200,246201,12240904732122223250,12,0,54,0,2024,9,7,4,3,5,3,0,0,1,0,0,0,0,0,"778596,233000000007451","5812777,332399999722838",13.09512920700007,52.394201777000035,1
246215,246216,12240903732123221690,12,0,54,0,2024,9,17,3,3,0,6,0,0,1,0,0,0,0,0,"779981,480999999679625","5811798,012900000438094",13.114616283000032,52.38471373800007,1
246227,246228,12240902732110218710,12,0,54,0,2024,9,9,2,2,1,5,0,0,1,1,0,0,0,0,"775887,872299999929965","5813219,780200000852346",13.055791720000059,52.399540470000034,1
246269,246270,12240829732122211960,12,0,54,0,2024,8,20,5,3,0,1,1,0,1,0,0,0,0,0,"778498,850800000131130","5812483,826400000602007",13.093457811000064,52.39161931500007,1
246270,246271,12240829732111207970,12,0,54,0,2024,8,16,5,3,5,2,0,0,1,1,0,0,0,0,"776829,490699999965727","5813600,790899999439716",13.069911392000051,52.40248206000007,1
246272,246273,12240829732103207250,12,0,54,0,2024,8,7,5,3,5,3,0,0,1,0,0,0,0,1,"772134,002999999560416","5816191,955499999225140",13.003170414000067,52.42807444400006,1
246291,246292,12240827732121204020,12,0,54,0,2024,8,16,3,3,5,3,0,0,1,0,0,0,0,0,"780223,995699999853969","5812464,210000000894070",13.118727210000031,52.39056363800006,1
246302,246303,12240826732107201740,12,0,54,0,2024,8,15,2,3,0,1,0,0,1,0,0,0,0,0,"774984,852199999615550","5813033,577600000426173",13.04239960800004,52.39832480500007,1
246307,246308,12240825732108198950,12,0,54,0,2024,8,1,1,3,0,7,2,0,1,0,0,0,0,0,"773501,944600000046194","5811404,035599999129772",13.019328710000025,52.384453320000034,1
246334,246335,12240822732107195530,12,0,54,0,2024,8,17,5,3,1,5,0,0,1,1,0,0,0,0,"774267,114299999549985","5812458,177899999544024",13.031405903000064,52.393524497000044,1
246346,246347,12240821732109189140,12,0,54,0,2024,8,12,4,3,1,5,0,0,1,1,0,0,0,1,"774907,848600000143051","5812658,265100000426173",13.040962714000045,52.394997671000056,1
246405,246406,12240815732105183610,12,0,54,0,2024,8,18,5,3,5,3,0,0,1,0,0,0,0,1,"776311,804800000041723","5814384,758500000461936",13.062968156000068,52.40977394300006,1
246424,246425,12240813732123178600,12,0,54,0,2024,8,8,3,3,6,4,0,0,1,0,1,0,0,0,"779381,258799999952316","5811967,798200000077486",13.105961496000077,52.38654262600005,1
246426,246427,12240813732121175760,12,0,54,0,2024,8,10,3,3,0,1,0,0,1,0,0,0,0,0,"780504,000500000081956","5812719,789899999275804",13.12304507400006,52.392712138000036,1
246427,246428,12240813732101177810,12,0,54,0,2024,8,19,3,2,0,1,0,0,1,0,0,0,0,0,"777015,326000000350177","5817803,769799999892712",13.076116212000045,52.44007858700007,1
246454,246455,12240810732122173820,12,0,54,0,2024,8,21,7,3,0,1,2,0,1,0,0,0,0,0,"778487,852300000376999","5812486,282600000500679",13.093298641000047,52.39164693200007,1
246455,246456,12240810732109173480,12,0,54,0,2024,8,11,7,3,0,1,0,0,1,0,0,0,0,0,"776038,210199999623001","5813184,170399999246001",13.057966459000056,52.39914537000004,1
246456,246457,12240810732108394340,12,0,54,0,2024,8,16,7,3,4,6,0,0,1,0,0,0,0,0,"773460,466500000096858","5810877,622600000351667",13.018291472000044,52.37975302000007,1
246471,246472,12240809732130172010,12,0,54,0,2024,8,13,6,3,5,2,0,0,1,1,0,0,0,0,"777980,031000000424683","5811023,892799999564886",13.084642591000033,52.37879088200003,1
246500,246501,12240806732123166300,12,0,54,0,2024,8,16,3,3,5,2,0,0,1,1,0,0,0,0,"779888,672399999573827","5811818,907099999487400",13.113273622000065,52.384948516000065,1
246510,246511,12240805732123165570,12,0,54,0,2024,8,12,2,3,5,3,0,0,1,1,0,0,0,0,"779195,563500000163913","5812021,408399999141693",13.103284648000056,52.38711802300003,1
246513,246514,12240805732105164230,12,0,54,0,2024,8,20,2,3,5,3,1,0,1,1,0,0,0,0,"777540,213700000196695","5814557,612999999895692",13.08112471100003,52.41070261200008,1
246543,246544,12240801732123156570,12,0,54,0,2024,8,15,5,3,5,3,0,0,1,1,0,0,0,0,"779458,743999999947846","5811945,906500000506639",13.107078842000021,52.38630680000006,1
246544,246545,12240801732121158300,12,0,54,0,2024,8,12,5,3,5,2,0,0,1,0,0,0,0,1,"780502,575500000268221","5812598,105699999257922",13.122922337000034,52.39162171700008,1
246559,246560,12240818732112189770,12,0,54,0,2024,8,0,1,3,2,6,2,0,1,0,0,0,0,1,"777571,708599999547005","5811161,418700000271201",13.078773030000036,52.38023111900003,1
246564,246565,12240730732110146570,12,0,54,0,2024,7,17,3,3,0,1,0,0,1,0,0,0,0,0,"776007,417999999597669","5813635,312799999490380",13.05788678600004,52.403206639000075,1
246589,246590,12240727732122144180,12,0,54,0,2024,7,18,7,3,5,3,0,1,1,1,0,0,0,0,"778076,283599999733269","5812814,003599999472499",13.087537952000048,52.39479484200007,1
246596,246597,12240726732122142430,12,0,54,0,2024,7,15,6,3,0,1,0,0,1,0,0,0,0,0,"778576,845900000073016","5812492,061599999666214",13.094607875000065,52.39165350400003,1
246597,246598,12240726732111141910,12,0,54,0,2024,7,11,6,3,5,2,0,0,1,0,0,0,1,0,"776729,467199999839067","5813416,909199999645352",13.06829295600005,52.40088362900008,1
246650,246651,12240807732112185300,12,0,54,0,2024,8,17,4,3,0,1,0,0,1,0,0,0,0,0,"776618,295599999837577","5811946,426100000739098",13.065449113000057,52.38775294100003,1
246654,246655,12240721732105130830,12,0,54,0,2024,7,0,1,2,0,1,2,0,1,0,0,0,0,0,"776017,034300000406802","5814098,375199999660254",13.05840947200005,52.407354431000044,1
246664,246665,12240720732122130750,12,0,54,0,2024,7,21,7,2,1,2,0,0,1,1,0,0,0,0,"777975,340800000354648","5812674,245300000533462",13.085942315000068,52.39359280100007,1
246684,246685,12240718732111125960,12,0,54,0,2024,7,7,5,3,0,7,0,1,1,0,0,0,0,0,"776288,707000000402331","5812690,725500000640750",13.061231977000034,52.39459395700004,1
246685,246686,12240718732105125930,12,0,54,0,2024,7,6,5,3,5,3,0,0,1,1,0,0,0,0,"776010,082200000062585","5813474,975099999457598",13.057793711000045,52.40176742300008,1
246694,246695,12240717732104126090,12,0,54,0,2024,7,14,4,3,4,6,0,0,1,1,0,0,0,0,"775310,251299999654293","5813665,559499999508262",13.047689639000055,52.40382887100003,1
246729,246730,12240714732105117560,12,0,54,0,2024,7,13,1,3,1,5,0,0,1,1,0,0,0,0,"776896,440399999730289","5813677,595000000670552",13.070956482000042,52.40313696100003,1
246741,246742,12240713732104106470,12,0,54,0,2024,7,1,7,3,0,1,2,0,1,0,0,0,0,0,"775321,424700000323355","5814559,920299999415874",13.048588923000068,52.41184377400003,1
246750,246751,12240712732112114120,12,0,54,0,2024,7,16,6,2,0,3,0,1,1,1,0,0,0,0,"776618,036799999885261","5811966,089099999517202",13.06546154700004,52.38792940400003,1
