,OID_,UIDENTSTLAE,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstStrassenzustand,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,PLST
246762,246763,12240711732113111740,12,0,54,0,2024,7,15,5,3,1,5,0,0,1,1,0,0,0,0,"778380,130900000222027","5809668,536900000646710",13.089380842000025,52.366433682000036,1
246773,246774,12240928732110272200,12,0,54,0,2024,9,17,7,3,5,3,0,0,1,1,0,0,0,0,"776570,444199999794364","5813858,010500000789762",13.066325764000055,52.40491962800007,1
246781,246782,12240710732110109060,12,0,54,0,2024,7,12,4,3,3,5,0,1,1,1,0,0,0,0,"776088,702300000004470","5813271,693499999120831",13.058778846000052,52.39990480500006,1
246797,246798,12240709732128108980,12,0,54,0,2024,7,15,3,3,5,3,0,0,1,0,0,0,0,0,"779466,145299999974668","5810226,977399999275804",13.105755002000024,52.370888914000034,1
246799,246800,12240709732123107400,12,0,54,0,2024,7,16,3,3,5,2,0,0,1,1,0,0,0,0,"779231,503700000233948","5812539,290500000119209",13.104242826000075,52.39174370400008,1
246801,246802,12240709732121107510,12,0,54,0,2024,7,19,3,3,0,1,0,0,1,0,0,0,0,0,"778590,355800000019372","5814828,042099999263883",13.096748957000045,52.412594212000045,1
246804,246805,12240709732101107150,12,0,54,0,2024,7,15,3,3,5,3,0,0,1,1,0,0,0,0,"775815,718500000424683","5819857,258999999612570",13.060208730000056,52.459100041000056,1
246852,246853,12240705732108098900,12,0,54,0,2024,7,13,6,3,0,1,0,0,1,0,0,0,0,0,"774049,286100000143051","5812156,411900000646710",13.027965896000069,52.39092724900007,1
246865,246866,12240704732130096910,12,0,54,0,2024,7,15,5,3,5,2,0,1,1,0,0,0,0,0,"777516,308299999684095","5813068,485799999907613",13.079540139000073,52.39736093600004,1
246866,246867,12240704732123096160,12,0,54,0,2024,7,5,5,3,5,3,0,0,1,1,0,0,0,0,"779708,793899999931455","5811885,537000000476837",13.110693084000047,52.38563785700006,1
246868,246869,12240704732104097340,12,0,54,0,2024,7,20,5,3,6,4,0,0,1,0,1,0,0,0,"775404,925699999555945","5814995,190500000491738",13.050171638000052,52.41570520800008,1
246886,246887,12240703732121094150,12,0,54,0,2024,7,8,4,3,5,3,0,0,1,1,0,0,0,0,"780508,091300000436604","5812491,917799999937415",13.122914305000052,52.390666698000075,1
246896,246897,12240702732122091080,12,0,54,0,2024,7,17,3,3,0,1,0,1,1,0,0,0,0,0,"778485,757299999706447","5812486,953999999910593",13.09326849100006,52.391654018000054,1
246897,246898,12240702732110091090,12,0,54,0,2024,7,17,3,3,0,1,0,1,1,0,0,0,0,0,"776008,193099999800324","5813842,453900000080466",13.05806887500006,52.40506384400004,1
246898,246899,12240702732107092810,12,0,54,0,2024,7,18,3,3,5,3,0,1,1,1,0,0,0,0,"775276,256699999794364","5813115,178300000727177",13.046738848000075,52.39891019600003,1
246900,246901,12240702732104212640,12,0,54,0,2024,7,16,3,3,5,3,0,0,1,1,0,0,0,0,"775059,259100000374019","5814498,329800000414252",13.04469361100007,52.411423237000065,1
246906,246907,12240701732112088190,12,0,54,0,2024,7,16,2,3,0,1,0,1,1,0,0,0,0,0,"774217,605999999679625","5809067,455199999734759",13.027907835000065,52.36314082200005,1
246907,246908,12240701732109090730,12,0,54,0,2024,7,17,2,3,3,6,0,0,1,0,0,0,0,1,"776022,531999999657273","5813188,194000000134110",13.057739920000074,52.39918935600008,1
246926,246927,12240629732125082260,12,0,54,0,2024,6,1,7,3,0,1,2,0,1,0,0,0,0,0,"781735,736100000329316","5811457,267500000074506",13.140037755000037,52.38075912700003,1
246927,246928,12240629732106082650,12,0,54,0,2024,6,3,7,3,0,1,1,0,1,0,0,0,0,0,"772004,350399999879301","5813662,702700000256300",12.999212319000037,52.40545558100007,1
246942,246943,12240628732106079550,12,0,54,0,2024,6,1,6,3,0,1,2,1,1,0,0,0,0,0,"772985,557500000111759","5813904,761800000444055",13.013797755000041,52.40713808300006,1
246943,246944,12240628732105081810,12,0,54,0,2024,6,16,6,2,0,1,0,0,1,0,0,0,0,0,"776013,477400000207126","5814001,663499999791384",13.058277591000035,52.40648893600007,1
246956,246957,12240627732123078930,12,0,54,0,2024,6,15,5,3,0,1,0,1,1,0,0,0,0,0,"779307,314000000245869","5812564,199200000613928",13.105374768000047,52.39192841800008,1
246957,246958,12240627732123078860,12,0,54,0,2024,6,15,5,3,0,1,0,1,1,0,0,0,0,0,"779192,639299999922514","5811747,600199999287724",13.103013764000025,52.38466419300005,1
246958,246959,12240627732112079460,12,0,54,0,2024,6,15,5,3,1,7,0,1,1,1,0,0,0,0,"777907,592100000008941","5810059,204900000244379",13.082781943000043,52.37017674000003,1
246959,246960,12240627732110084110,12,0,54,0,2024,6,15,5,3,5,3,0,1,1,1,0,0,0,0,"776355,001099999994040","5813563,796499999240041",13.062924035000037,52.402389983000035,1
246989,246990,12240730732126146600,12,0,54,0,2024,7,17,3,3,0,1,0,0,1,0,0,0,0,0,"781556,621100000105798","5810058,387199999764562",13.136239094000075,52.368307507000054,1
247029,247030,12240621732128067340,12,0,54,0,2024,6,19,6,3,0,7,0,0,1,0,0,0,0,0,"779904,001500000245869","5808837,212899999693036",13.111010888000067,52.35820317400004,1
247030,247031,12240621732108067310,12,0,54,0,2024,6,19,6,3,0,1,0,1,1,0,0,0,0,0,"773916,553600000217557","5811692,951799999922514",13.025641475000043,52.386837254000056,1
247048,247049,12240620732127064690,12,0,54,0,2024,6,14,5,3,5,3,0,0,1,1,0,0,0,0,"781133,993300000205636","5809733,655899999663234",13.129775934000065,52.36561251200004,1
247051,247052,12240620732113064650,12,0,54,0,2024,6,14,5,3,5,3,0,0,1,1,0,0,0,0,"778880,860399999655783","5809170,973799999803305",13.096302758000036,52.36171736600005,1
247064,247065,12240619732105061180,12,0,54,0,2024,6,7,4,3,0,1,0,0,1,0,0,0,0,0,"776013,921500000171363","5814018,209000000730157",13.058297742000036,52.40663708800008,1
247097,247098,12240828732124206150,12,0,54,0,2024,8,17,4,3,5,3,0,0,1,1,0,0,0,0,"782021,944799999706447","5811429,623099999502301",13.144208341000024,52.38036402700004,1
247522,247523,12241228732111456930,12,0,54,0,2024,12,16,7,3,0,7,2,0,1,0,0,0,0,0,"776376,246299999766052","5812910,917199999094009",13.062696859000027,52.396524415000044,1
247526,247527,12241226732121453070,12,0,54,0,2024,12,18,5,3,0,7,2,1,1,0,0,0,0,0,"778450,123399999924004","5812796,153799999505281",13.093003109000051,52.39444485300004,1
247548,247549,12241220732111447410,12,0,54,0,2024,12,15,6,3,5,2,0,0,1,1,0,0,0,0,"776574,398400000296533","5813102,261399999260902",13.065759678000063,52.39814030500003,1
247571,247572,12241218732125446750,12,0,54,0,2024,12,21,4,3,1,5,2,0,1,1,0,0,0,0,"782044,544099999591708","5810954,534900000318885",13.144139977000066,52.37609235300005,1
247576,247577,12241217732130440530,12,0,54,0,2024,12,9,3,3,3,6,0,0,1,1,0,0,0,0,"776586,712899999693036","5812507,747999999672174",13.065449441000055,52.392802664000044,1
247593,247594,12241216732109438170,12,0,54,0,2024,12,12,2,3,0,1,0,0,1,0,0,0,0,0,"776119,131699999794364","5812780,991900000721216",13.05882052800007,52.39548896000008,1
247652,247653,12241208732122427200,12,0,54,0,2024,12,18,1,3,5,2,2,1,1,1,0,0,0,0,"778266,050999999977648","5812305,896800000220537",13.089897785000062,52.390142049000076,1
247667,247668,12241205732128417580,12,0,54,0,2024,12,14,5,3,2,2,0,0,1,1,0,0,0,0,"779872,643400000408292","5808883,830700000748038",13.110590466000076,52.35863721000004,1
247668,247669,12241205732105411970,12,0,54,0,2024,12,6,5,3,0,1,2,1,1,0,0,0,0,0,"776017,111299999989569","5814100,357699999585748",13.058412235000048,52.40737217100008,1
247689,247690,12241203732110413310,12,0,54,0,2024,12,16,3,3,5,7,2,1,1,0,0,0,0,1,"776014,313699999824166","5813274,692500000819564",13.057690708000052,52.399969198000065,1
247693,247694,12241202732123410110,12,0,54,0,2024,12,8,2,3,0,1,0,2,1,0,0,0,0,0,"778845,792500000447035","5812011,226199999451637",13.098149939000052,52.38720484600003,1
247723,247724,12241128732107398850,12,0,54,0,2024,11,7,5,3,5,3,1,1,1,1,0,0,0,0,"775173,306400000117719","5813018,293500000610948",13.045149923000054,52.39809308000008,1
247735,247736,12241127732105397460,12,0,54,0,2024,11,16,4,2,5,2,2,1,1,1,0,0,0,0,"776015,221099999733269","5813919,770500000566244",13.058235654000043,52.40575365900003,1
247746,247747,12241126732105400920,12,0,54,0,2024,11,8,3,3,3,6,0,0,1,0,0,0,0,1,"776467,248399999924004","5814073,848999999463558",13.064990862000059,52.40690732100006,1
247779,247780,12241122732121387200,12,0,54,0,2024,11,14,6,3,5,3,0,0,1,0,0,0,0,1,"780141,435100000351667","5812907,165500000119209",13.117887428000074,52.39457790300003,1
247795,247796,12241120732128382330,12,0,54,0,2024,11,16,4,3,0,6,2,1,1,0,0,0,0,1,"778774,547299999743700","5809639,033500000834465",13.095134235000046,52.365968714000076,1
247798,247799,12241120732112378600,12,0,54,0,2024,11,18,4,3,0,1,2,1,1,0,0,0,0,0,"776926,269999999552965","5811883,430800000205636",13.069910974000038,52.38703243500004,1
247799,247800,12241120732104382580,12,0,54,0,2024,11,19,4,3,4,2,2,1,1,1,0,0,0,0,"775315,101599999703467","5814433,862400000914931",13.048392515000046,52.410716483000044,1
247805,247806,12241119732125380280,12,0,54,0,2024,11,15,3,3,5,3,0,1,1,1,0,0,0,0,"781106,818900000303984","5811454,940199999138713",13.130820114000073,52.38106123000006,1
247845,247846,12241116732130373160,12,0,54,0,2024,11,16,7,3,6,4,1,0,1,0,1,0,0,0,"776807,184999999590218","5812505,211200000718236",13.068679122000049,52.39266854500005,1
247862,247863,12241113732110367750,12,0,54,0,2024,11,18,4,3,4,6,2,0,1,1,0,0,0,0,"776095,931599999777973","5812864,175000000745058",13.058548974000075,52.39624662400007,1
247874,247875,12241112732122377700,12,0,54,0,2024,11,8,3,3,5,3,0,1,1,1,0,0,0,0,"778241,399299999698997","5812559,123099999502301",13.089746697000066,52.392425364000076,1
247902,247903,12241107732110355220,12,0,54,0,2024,11,5,5,3,5,3,2,1,1,1,0,0,0,0,"776357,450000000186265","5813562,587500000372529",13.06295894300007,52.40237790600003,1
247903,247904,12241107732107355280,12,0,54,0,2024,11,7,5,3,1,5,0,1,1,0,0,0,0,1,"774403,836299999617040","5812473,741000000387430",13.033422898000026,52.393595590000075,1
247904,247905,12241107732105355370,12,0,54,0,2024,11,10,5,3,3,6,0,1,1,0,0,0,1,0,"776499,519000000320375","5814017,823799999430776",13.065417786000069,52.40638860700005,1
247905,247906,12241107732103355870,12,0,54,0,2024,11,16,5,3,4,2,0,1,1,1,0,0,0,0,"773141,844700000248849","5813855,254399999976158",13.016049185000043,52.40661613600008,1
247947,247948,12241102732112346780,12,0,54,0,2024,11,12,7,3,8,1,0,1,1,0,0,0,0,0,"774334,712199999950826","5809504,215500000864267",13.02998033700004,52.36699917800007,1
247960,247961,12241101732122405040,12,0,54,0,2024,11,18,6,3,0,1,2,1,1,0,0,0,0,0,"778457,535000000149012","5812495,998900000005960",13.092862335000063,52.39174947400005,1
247980,247981,12241029732109338150,12,0,54,0,2024,10,11,3,3,5,3,0,0,1,1,0,0,0,0,"775396,542299999855459","5812816,786499999463558",13.048257041000056,52.396173773000044,1
247987,247988,12241028732130336730,12,0,54,0,2024,10,17,2,3,6,4,2,0,1,0,1,0,0,0,"777420,611600000411272","5812911,866200000047684",13.07800756100005,52.39600492200003,1
248002,248003,12241026732123333390,12,0,54,0,2024,10,14,7,3,3,6,0,0,1,1,0,0,0,0,"779699,519700000062585","5812539,028699999675155",13.11110246800007,52.39150258900003,1
248022,248023,12241024732110329030,12,0,54,0,2024,10,11,5,3,5,7,0,0,1,0,0,0,0,0,"775387,789099999703467","5813097,720300000160933",13.048359653000034,52.39869756000007,1
248058,248059,12241021732110322910,12,0,54,0,2024,10,18,2,3,0,1,2,0,1,0,0,0,0,0,"775505,253200000151992","5813467,109400000423193",13.05038558700005,52.40195111300005,1
248059,248060,12241021732110322310,12,0,54,0,2024,10,9,2,3,0,1,0,1,1,0,0,0,0,0,"776006,971400000154972","5813768,804199999198318",13.057990258000075,52.404403986000034,1
248097,248098,12241016732112312450,12,0,54,0,2024,10,9,4,3,6,7,0,0,1,0,1,0,0,0,"775238,215200000442564","5811326,674799999222159",13.044712301000061,52.38289012800004,1
248113,248114,12241015732130310310,12,0,54,0,2024,10,17,3,3,5,3,0,0,1,1,0,0,0,0,"777353,401300000026822","5812193,759899999946356",13.076427958000068,52.38959928100007,1
248149,248150,12241011732107300910,12,0,54,0,2024,10,7,6,3,0,1,0,1,1,0,0,0,0,0,"774441,813000000081956","5812479,134099999442697",13.033984027000031,52.393624929000055,1
248159,248160,12241010732121299330,12,0,54,0,2024,10,19,5,3,5,3,2,0,1,1,0,0,0,0,"779701,763299999758601","5812782,169700000435114",13.11133828900006,52.393681738000055,1
267775,267776,12240214732100808570,12,0,54,0,2024,2,7,4,2,0,7,0,1,1,0,0,0,0,1,"773241,980752881034277","5813096,628306638449430",13.016898613000023,52.39976263400007,2
267776,267777,12240227732100831430,12,0,54,0,2024,2,14,3,3,3,6,0,0,1,0,0,0,0,0,"777381,264774634269997","5813179,015217290259898",13.077651950000075,52.39842052900008,2
267780,267781,12240312732108891480,12,0,54,0,2024,3,13,3,2,0,6,0,0,1,0,1,0,0,0,"774230,835820758715272","5811849,016609657555819",13.030375635000041,52.38807964000006,2
267782,267783,12240331732121888650,12,0,54,0,2024,3,17,1,3,0,1,0,0,1,0,0,0,0,0,"777902,955137442215346","5813407,917463313788176",13.085489833000054,52.40020872700006,2
267783,267784,12240406732126904850,12,0,54,0,2024,4,21,7,2,6,6,2,0,1,0,1,0,0,0,"781866,231234690872952","5810247,232469113543630",13.140933192000034,52.36984177700003,2
267802,267803,12240523732111004640,12,0,54,0,2024,5,15,5,3,0,6,0,0,1,0,0,0,0,0,"777045,440268802922219","5813432,952848048880696",13.072938721000071,52.40086773500008,2
267812,267813,12240611732112045990,12,0,54,0,2024,6,9,3,3,5,2,0,0,1,1,0,0,0,0,"776628,993192993919365","5812184,503610158339143",13.065802392000023,52.38988255100003,2
267813,267814,12240613732105050930,12,0,54,0,2024,6,17,5,3,6,6,0,0,1,0,1,0,0,0,"776083,494276541401632","5816803,820335692726076",13.061616426000057,52.43158261500008,2
267823,267824,12240707732121108560,12,0,54,0,2024,7,14,1,3,6,7,0,0,1,0,1,0,0,0,"778752,772749966476113","5814391,112765163183212",13.098766882000064,52.40859344300003,2
267824,267825,12240708732111104340,12,0,54,0,2024,7,9,2,3,4,6,0,0,1,0,0,0,0,0,"776228,337907295906916","5812656,453829713165760",13.060318764000044,52.39431706600004,2
267827,267828,12240713732129116110,12,0,54,0,2024,7,18,7,3,8,7,0,0,1,0,0,0,0,1,"778399,838192064431496","5810672,831104659475386",13.090502812000068,52.37542965500006,2
267829,267830,12240716732129121560,12,0,54,0,2024,7,10,3,3,6,7,0,0,1,0,1,0,0,0,"778572,866003365488723","5810865,337045644409955",13.093197929000041,52.37706802400004,2
267833,267834,12240730732104138010,12,0,54,0,2024,7,12,3,3,5,3,0,0,1,0,0,0,0,0,"775171,023919754079543","5815655,281384362839162",13.047284000000047,52.42174247300005,2
267836,267837,12240803732100158350,12,0,54,0,2024,8,12,7,3,2,6,0,0,1,1,0,0,0,0,"772308,481834442238323","5809978,219896825961769",13.000678669000024,52.37226041800005,2
267840,267841,12240812732122176940,12,0,54,0,2024,8,12,2,3,3,6,0,0,1,0,0,0,0,0,"777792,530946773593314","5812692,638877893798053",13.083277860000067,52.393850489000044,2
267844,267845,12240821732111193950,12,0,54,0,2024,8,15,4,3,3,3,0,0,1,0,0,0,0,0,"776148,122255436377600","5812757,222662536427379",13.059225925000021,52.395261187000074,2
267847,267848,12240830732105209500,12,0,54,0,2024,8,10,6,3,5,2,0,0,1,1,0,0,0,0,"776885,269204831565730","5813666,905350090004504",13.07078385400007,52.403046749000055,2
267853,267854,12240921732109277330,12,0,54,0,2024,9,20,7,3,0,1,2,0,1,0,0,0,0,0,"776123,101842431351542","5812822,433376629836857",13.058912881000026,52.39585859700003,2
267865,267866,12241106732122368620,12,0,54,0,2024,11,14,4,3,4,6,0,0,1,0,0,0,0,0,"778270,876526100561023","5813106,095860432833433",13.090633026000035,52.39731533100007,2
267866,267867,12241115732102371060,12,0,54,0,2024,11,12,6,3,5,3,0,0,1,1,0,0,0,0,"778579,677349251112901","5821313,152671281248331",13.101998984000033,52.470753321000075,2
267867,267868,12241116732123373250,12,0,54,0,2024,11,18,7,3,0,1,2,0,1,0,0,0,0,0,"779890,255039108684286","5810536,130973625928164",13.112226275000069,52.37344479300003,2
267869,267870,12241205732109417140,12,0,54,0,2024,12,10,5,2,0,1,0,1,1,0,0,0,0,0,"775300,489764006109908","5812773,552134624682367",13.046813392000047,52.39583434100007,2
